db_id,name,rank,parent_id,ncbi_id,threshold
479,Mycoplasma hyopneumoniae,species,10,2099,0.3650793731212616
480,Mycoplasma hyorhinis,species,10,2100,0.1733505874872207
494,Mycoplasma hyosynoviae,species,10,29559,0.3380398750305176
486,Mycoplasma iowae,species,10,2116,0.2682792842388153
482,Mycoplasma leachii,species,10,2105,0.0885213986039161
495,Mycoplasma meleagridis,species,10,29561,0.3069544434547424
481,Mycoplasma mycoides,species,10,2102,0.6792690753936768
487,Mycoplasma pirum,species,10,2122,0.0076086954213678
483,Mycoplasma pneumoniae,species,10,2104,0.079328753054142
488,Mycoplasma putrefaciens,species,10,2123,0.2355932146310806
473,Mycoplasma suis,species,10,57372,0.3788187503814697
484,Mycoplasma synoviae,species,10,2109,0.2199999988079071
490,Mycoplasma yeatsii,species,10,51365,0.5847272872924805
822,Mycoplasmopsis californica,species,124,2113,0.184763565659523
821,Mycoplasmopsis columbina,species,124,114881,0.2959685325622558
1237,Myroides marinus,species,263,703342,0.4128053784370422
1236,Myroides odoratimimus,species,263,76832,0.5451388955116272
1235,Myroides odoratus,species,263,256,0.0051428573206067
471,Myxococcus xanthus,species,8,34,0.0126296523958444
806,Neisseria elongata,species,115,495,0.6111464500427246
801,Neisseria gonorrhoeae,species,115,485,0.209947794675827
802,Neisseria lactamica,species,115,486,0.4900645017623901
803,Neisseria meningitidis,species,115,487,0.5688816905021667
804,Neisseria mucosa,species,115,488,0.5578354597091675
805,Neisseria polysaccharea,species,115,489,0.6558090537786484
807,Neisseria weaveri,species,115,28091,0.16830675303936
856,Neobacillus vireti,species,140,220686,0.0022087774705141
1636,Neorhizobium galegae,species,393,399,0.8460531234741211
518,Nitratireductor aquibiodomus,species,22,204799,0.4093260169029236
1309,Nitrosococcus oceani,species,301,1229,0.4322406649589538
1751,Nocardia arizonensis,species,419,1141647,0.0002757859765551
1753,Nocardia carnea,species,419,37328,0.0023761030752211
1754,Nocardia farcinica,species,419,37329,0.3802356719970703
1756,Nocardia jinanensis,species,419,382504,0.394866943359375
1750,Nocardia otitidiscaviarum,species,419,1823,0.4836770296096802
1749,Nocardia rhamnosiphila,species,419,426716,0.0235140435397624
1755,Nocardia seriolae,species,419,37332,0.0262061227113008
1752,Nocardia vulneris,species,419,1141657,0.0033266218379139
1848,Nocardiopsis alba,species,444,53437,0.2962925136089325
1847,Nocardiopsis dassonvillei,species,444,2014,0.6580905914306641
1571,Nodularia spumigena,species,365,70799,0.0202295035123825
1147,Nonlabens ulvanivorans,species,226,906888,0.8363451957702637
1788,Novosphingobium nitrogenifigens,species,429,378548,0.0098977591842412
1787,Novosphingobium pentaromativorans,species,429,205844,0.0018663679948076
1789,Novosphingobium subterraneum,species,429,48936,0.0014702555490657
560,Oblitimonas alkaliphila,species,41,1697053,0.4198456406593323
748,Oceanobacillus picturae,species,102,171693,0.3866840302944183
833,Ochrobactrum anthropi,species,129,529,0.5293433666229248
1295,Oenococcus kitaharae,species,294,336988,0.0019365771440789
1296,Oenococcus oeni,species,294,1247,0.4551153481006622
521,Oligella urethralis,species,24,90245,0.4133102893829345
1308,Oligotropha carboxidovorans,species,300,40137,0.053829152137041
1046,Olsenella uli,species,199,133926,0.2968192398548126
1736,Oribacterium parvum,species,414,1501329,0.1099181994795799
1833,Orientia tsutsugamushi,species,433,784,0.7536488175392151
1616,Ornithobacterium rhinotracheale,species,383,28251,0.0608814172446727
530,Paenarthrobacter nicotinovorans,species,28,29320,0.3177109360694885
1320,Paenibacillus darwinianus,species,304,1380763,0.0568985864520072
1318,Paenibacillus durus,species,304,44251,0.0165171828120946
1314,Paenibacillus elgii,species,304,189691,0.6340096592903137
1317,Paenibacillus glucanolyticus,species,304,59843,0.3296715319156647
1313,Paenibacillus graminis,species,304,189425,0.0098017705604434
1316,Paenibacillus larvae,species,304,1464,0.2990881502628326
1321,Paenibacillus massiliensis,species,304,225917,0.3230124711990356
1319,Paenibacillus mucilaginosus,species,304,61624,0.2975816428661346
1322,Paenibacillus pinihumi,species,304,669462,0.0194750763475894
1315,Paenibacillus polymyxa,species,304,1406,0.8585031628608704
1312,Paenibacillus riograndensis,species,304,483937,0.5403165221214294
809,Paeniclostridium sordellii,species,117,1505,0.5796024203300476
1239,Pandoraea apista,species,265,93218,0.2545713782310486
1240,Pandoraea pnomenusa,species,265,93220,0.25
848,Pannonibacter phragmitetus,species,137,121719,0.4086077511310577
510,Pantoea agglomerans,species,20,549,0.5527428984642029
511,Pantoea ananatis,species,20,553,0.5976468920707703
513,Pantoea dispersa,species,20,59814,0.4474458396434784
512,Pantoea stewartii,species,20,66269,0.4641788005828857
815,Parabacteroides distasonis,species,122,823,0.6034646034240723
816,Parabacteroides goldsteinii,species,122,328812,0.5059418082237244
817,Parabacteroides gordonii,species,122,574930,0.0026438885834068
818,Parabacteroides johnsonii,species,122,387661,0.4315872490406036
819,Parabacteroides merdae,species,122,46503,0.5367262959480286
1739,Paraburkholderia caribensis,species,415,75105,0.3592773079872131
1740,Paraburkholderia fungorum,species,415,134537,0.4496154487133026
1738,Paraburkholderia kururiensis,species,415,984307,0.64453125
1737,Paraburkholderia mimosarum,species,415,312026,0.3942301869392395
1742,Paraburkholderia phenoliruptrix,species,415,252970,0.5704678297042847
1741,Paraburkholderia xenovorans,species,415,36873,0.0004789271915797
1617,Parachlamydia acanthamoebae,species,384,83552,0.1639686673879623
799,Paraclostridium bifermentans,species,113,1490,0.6112056970596313
618,Paracoccus pantotrophus,species,57,82367,0.244502991437912
619,Paracoccus sanguinis,species,57,1545044,0.6341692209243774
614,Parageobacillus caldoxylosilyticus,species,55,81408,0.3529357016086578
612,Parageobacillus thermoglucosidasius,species,55,1426,0.2764452695846557
613,Parageobacillus toebii,species,55,153151,0.5117787718772888
1580,Paraglaciecola psychrophila,species,374,326544,0.0076214107684791
1575,Parascardovia denticolens,species,369,78258,0.3080418109893799
879,Parvimonas micra,species,151,33033,0.5219907164573669
997,Pasteurella multocida,species,185,747,0.4119856655597687
1538,Pectobacterium atrosepticum,species,358,29471,0.3120818138122558
1540,Pectobacterium betavasculorum,species,358,55207,0.2033431082963943
1535,Pectobacterium brasiliense,species,358,180957,0.6767635405063629
1534,Pectobacterium carotovorum,species,358,554,0.564881443977356
1537,Pectobacterium odoriferum,species,358,78398,0.3289227783679962
1539,Pectobacterium parmentieri,species,358,1905730,0.2625436782836914
1536,Pectobacterium parvum,species,358,2778550,0.2794158160686493
1541,Pectobacterium wasabiae,species,358,55208,0.0024839006364345
1333,Pediococcus acidilactici,species,309,1254,0.539130449295044
1336,Pediococcus claussenii,species,309,187452,0.04259043186903
1335,Pediococcus damnosus,species,309,51663,0.2234394401311874
1334,Pediococcus pentosaceus,species,309,1255,0.5147808194160461
880,Pedobacter heparinus,species,152,984,0.0002931261842604
1045,Pelosinus fermentans,species,198,365349,0.1677151024341583
812,Peptoniphilus harei,species,119,54005,0.5753024816513062
811,Peptoniphilus lacrimalis,species,119,33031,0.5947641134262085
1338,Peptostreptococcus anaerobius,species,311,1261,0.3265189230442047
1522,Phaeobacter gallaeciensis,species,351,60890,0.0056105274707078
1523,Phaeobacter italicus,species,351,481446,0.3947480916976928
705,Phocaeicola barnesiae,species,77,376804,0.00688964035362
702,Phocaeicola coprophilus,species,77,387090,0.0208581648766994
703,Phocaeicola dorei,species,77,357276,0.4300751984119415
704,Phocaeicola massiliensis,species,77,204516,0.0090298429131507
701,Phocaeicola vulgatus,species,77,821,0.4653255343437195
928,Photobacterium angustum,species,163,661,0.5467424392700195
931,Photobacterium damselae,species,163,38293,0.6326612830162048
929,Photobacterium gaetbulicola,species,163,1295392,0.6263524889945984
932,Photobacterium iliopiscarium,species,163,56192,0.2909204363822937
933,Photobacterium kishitanii,species,163,318456,0.4701709747314453
930,Photobacterium leiognathi,species,163,553611,0.6152744293212891
1055,Photorhabdus laumondii,species,201,2218628,0.1619818210601806
1054,Photorhabdus luminescens,species,201,29488,0.6421228647232056
1053,Photorhabdus temperata,species,201,574560,0.3773711621761322
1310,Piscirickettsia salmonis,species,302,1238,0.639968991279602
1238,Planktothrix prolifica,species,264,54307,0.0072038420476019
814,Planomicrobium glaciei,species,121,459472,0.3632955253124237
980,Plesiomonas shigelloides,species,175,703,0.5021988749504089
1508,Pluralibacter gergoviae,species,343,61647,0.5174956917762756
740,Pontibacillus halophilus,species,100,516704,0.0320612378418445
741,Pontibacillus marinus,species,100,273164,0.0042704627849161
1086,Porphyromonas asaccharolytica,species,209,28123,0.3101634383201599
1087,Porphyromonas cangingivalis,species,209,36874,0.3944142460823059
1088,Porphyromonas canoris,species,209,36875,0.4165285229682922
1083,Porphyromonas catoniae,species,209,41976,0.53728187084198
1081,Porphyromonas crevioricanis,species,209,393921,0.2301679253578186
1082,Porphyromonas gingivalis,species,209,837,0.3814282715320587
1090,Porphyromonas gingivicanis,species,209,266762,0.3109863102436065
1089,Porphyromonas gulae,species,209,111105,0.5205176472663879
1085,Porphyromonas macacae,species,209,28115,0.5541777014732361
1084,Porphyromonas uenonis,species,209,281920,0.0151416826993227
1115,Prevotella albensis,species,210,77768,0.0113352229818701
1092,Prevotella amnii,species,210,419005,0.47826087474823
1098,Prevotella baroniae,species,210,305719,0.3688425719738006
1102,Prevotella bivia,species,210,28125,0.4977551102638244
1095,Prevotella brevis,species,210,83231,0.5149361491203308
1101,Prevotella bryantii,species,210,77095,0.3859564661979675
1103,Prevotella buccae,species,210,28126,0.4067285656929016
1104,Prevotella buccalis,species,210,28127,0.5890995860099792
1105,Prevotella corporis,species,210,28128,0.4116171598434448
1100,Prevotella dentalis,species,210,52227,0.0040558078326284
1106,Prevotella denticola,species,210,28129,0.4007578790187835
1107,Prevotella disiens,species,210,28130,0.5006008744239807
1097,Prevotella enoeca,species,210,76123,0.0074404762126505
1120,Prevotella fusca,species,210,589436,0.0097394380718469
1114,Prevotella histicola,species,210,470565,0.4644633531570434
1108,Prevotella intermedia,species,210,28131,0.6534507870674133
1091,Prevotella loescheii,species,210,840,0.0124902417883276
1117,Prevotella maculosa,species,210,439703,0.545876681804657
1093,Prevotella marshii,species,210,189722,0.005098788999021
1094,Prevotella micans,species,210,189723,0.01055409014225
1121,Prevotella nanceiensis,species,210,425941,0.0040036956779658
1109,Prevotella nigrescens,species,210,28133,0.5491088628768921
1110,Prevotella oralis,species,210,28134,0.5557416677474976
1111,Prevotella oris,species,210,28135,0.5359873175621033
1112,Prevotella oulorum,species,210,28136,0.563075602054596
1116,Prevotella paludivivens,species,210,185294,0.0078125
1118,Prevotella pleuritidis,species,210,407975,0.3151923418045044
1099,Prevotella saccharolytica,species,210,633701,0.5498008131980896
1119,Prevotella salivae,species,210,228604,0.5467128157615662
1096,Prevotella timonensis,species,210,386414,0.7054605484008789
1113,Prevotella veroralis,species,210,28137,0.5476723909378052
1304,Prochlorococcus marinus,species,298,1219,0.0
1165,Prolixibacter bellariivorans,species,235,314319,0.0051716547459363
1715,Propionibacterium acidifaciens,species,408,556499,0.2344809621572494
1714,Propionibacterium freudenreichii,species,408,1744,0.3460603952407837
725,Propionimicrobium lymphophilum,species,89,33012,0.4546026289463043
873,Proteus mirabilis,species,148,584,0.5902292132377625
876,Providencia alcalifaciens,species,149,126385,0.8991087079048157
874,Providencia rettgeri,species,149,587,0.3062771558761596
875,Providencia stuartii,species,149,588,0.2936343252658844
1857,Pseudoalteromonas luteoviolacea,species,451,43657,0.939911738038063
1858,Pseudoalteromonas piscicida,species,451,43662,0.6391223073005676
1860,Pseudoalteromonas porphyrae,species,451,187330,0.1999178975820541
1859,Pseudoalteromonas ruthenica,species,451,151081,0.4393612146377563
1838,Pseudobacteroides cellulosolvens,species,438,35825,0.0063059767708182
871,Pseudoleptotrichia goodfellowii,species,146,157692,0.4689655303955078
658,Pseudomonas abietaniphila,species,60,89065,0.0028799143619835
628,Pseudomonas aeruginosa,species,60,287,0.5583657622337341
651,Pseudomonas agarici,species,60,46677,0.1997288763523101
639,Pseudomonas alcaligenes,species,60,43263,0.8
655,Pseudomonas amygdali,species,60,47877,0.0
650,Pseudomonas avellanae,species,60,46257,0.1155812889337539
635,Pseudomonas balearica,species,60,74829,0.399883508682251
654,Pseudomonas chlororaphis,species,60,587753,0.7118006944656372
645,Pseudomonas citronellolis,species,60,53408,0.4206562042236328
646,Pseudomonas coronafaciens,species,60,53409,0.3797346651554107
656,Pseudomonas corrugata,species,60,47879,0.222442477941513
629,Pseudomonas fluorescens,species,60,294,0.8
630,Pseudomonas fragi,species,60,296,0.009447525255382
657,Pseudomonas fulva,species,60,47880,0.0033769954461604
636,Pseudomonas fuscovaginae,species,60,50340,0.8842888474464417
642,Pseudomonas helleri,species,60,1608996,0.5188015103340149
643,Pseudomonas mediterranea,species,60,183795,0.2206019610166549
640,Pseudomonas monteilii,species,60,76759,0.0057663689367473
652,Pseudomonas nitroreducens,species,60,46680,0.0145730888471007
631,Pseudomonas oleovorans,species,60,301,0.0033364472910761
637,Pseudomonas parafulva,species,60,157782,0.6
649,Pseudomonas plecoglossicida,species,60,70775,0.0913972854614257
644,Pseudomonas poae,species,60,200451,0.3504882454872131
659,Pseudomonas psychrophila,species,60,122355,0.2479140907526016
627,Pseudomonas psychrotolerans,species,60,237610,0.4632582366466522
632,Pseudomonas putida,species,60,303,0.0
647,Pseudomonas savastanoi,species,60,29438,0.0
633,Pseudomonas stutzeri,species,60,316,0.8917026191949844
634,Pseudomonas syringae,species,60,317,0.0
653,Pseudomonas syringae group genomosp. 7,species,60,251699,0.2610358595848083
638,Pseudomonas thermotolerans,species,60,157784,0.3072708249092102
648,Pseudomonas tolaasii,species,60,29442,0.2923029363155365
641,Pseudomonas veronii,species,60,76761,0.5143950581550598
1529,Pseudopropionibacterium propionicum,species,354,1750,0.2518529891967773
1303,Pseudorhodobacter ferrugineus,species,297,77008,0.0055462401360273
1544,Pseudothermotoga elfii,species,360,38322,0.0034340659622102
1543,Pseudothermotoga hypogea,species,360,57487,0.0012330455938354
1680,Pseudoxanthomonas suwonensis,species,400,314722,0.5725244283676147
813,Psychrobacter phenylpyruvicus,species,120,29432,0.0227684341371059
1342,Rahnella aquatilis,species,314,34038,0.2984849512577057
1150,Raoultella ornithinolytica,species,228,54291,0.2936221361160278
1149,Raoultella planticola,species,228,575,0.2904448509216308
1262,Rathayibacter toxicus,species,278,145458,0.0785891115665435
721,Rhizobium alamii,species,87,492774,0.0074848709627985
722,Rhizobium etli,species,87,29449,0.8260869294404983
720,Rhizobium leguminosarum,species,87,384,0.8048612475395203
723,Rhizobium mesoamericanum,species,87,1079800,0.6087173223495483
1607,Rhodanobacter denitrificans,species,378,666685,0.5295766592025757
1608,Rhodanobacter thiooxydans,species,378,416169,0.2426457107067108
1243,Rhodobacter capsulatus,species,268,1061,0.7304673194885254
1244,Rhodobacter sphaeroides,species,268,1063,0.5063318610191345
1759,Rhodococcus erythropolis,species,420,1833,0.4124389290809631
1757,Rhodococcus fascians,species,420,1828,0.9289806216955184
1760,Rhodococcus hoagii,species,420,43767,0.2722765505313873
1761,Rhodococcus pyridinivorans,species,420,103816,0.6577329039573669
1762,Rhodococcus qingshengii,species,420,334542,0.4229088723659515
1758,Rhodococcus ruber,species,420,1830,0.3056379854679107
1156,Rhodonellum psychrophilum,species,231,336828,0.0062506622634828
1394,Rhodopirellula baltica,species,321,265606,0.5216533541679382
1393,Rhodopirellula europaea,species,321,1263866,0.6003240942955017
1254,Rhodospirillum rubrum,species,272,1085,0.0143641242757439
1138,Rhodothermus marinus,species,219,29549,0.6356812715530396
1311,Rhodovulum sulfidophilum,species,303,35806,0.5104926824569702
528,Richelia intracellularis,species,26,1164990,0.6477253437042236
1032,Rickettsia amblyommatis,species,193,33989,0.2678821980953216
1030,Rickettsia australis,species,193,787,0.0208083242177963
1033,Rickettsia bellii,species,193,33990,0.1176690310239791
1031,Rickettsia canadensis,species,193,788,0.2931276261806488
1027,Rickettsia conorii,species,193,781,0.2130703777074813
1035,Rickettsia felis,species,193,42862,0.0990271046757698
1026,Rickettsia hoogstraalii,species,193,467174,0.2310704886913299
1036,Rickettsia japonica,species,193,35790,0.0012738853693008
1037,Rickettsia parkeri,species,193,35792,0.0004275331448297
1028,Rickettsia prowazekii,species,193,782,0.0440677963197231
1034,Rickettsia rhipicephali,species,193,33992,0.1739954501390457
1029,Rickettsia rickettsii,species,193,783,0.1160311624407768
1038,Rickettsia sibirica,species,193,35793,0.1747035533189773
1433,Riemerella anatipestifer,species,326,34085,0.6946423053741455
831,Robbsia andropogonis,species,127,28092,0.169342964887619
532,Rodentibacter pneumotropicus,species,30,758,0.0076923076994717
1123,Roseburia inulinivorans,species,212,360807,0.5377451181411743
663,Roseomonas mucosa,species,63,207340,0.3762376308441162
1567,Rothia aeria,species,364,172042,0.323818027973175
1568,Rothia dentocariosa,species,364,2047,0.5707343220710754
1570,Rothia kristinae,species,364,37923,0.2070378363132476
1569,Rothia mucilaginosa,species,364,43675,0.8557648062705994
1533,Rubrivivax benzoatilyticus,species,357,316997,0.0082494970411062
1532,Rubrivivax gelatinosus,species,357,28068,0.4144299626350403
1044,Ruegeria atlantica,species,197,81569,0.6421458125114441
1435,Ruminiclostridium josui,species,328,1499,0.0130586186423897
1339,Ruminococcus albus,species,312,1264,0.929811716079712
1340,Ruminococcus champanellensis,species,312,1161942,0.0408703871071338
564,Saccharicrinis fermentans,species,44,982,0.0092283748090267
1780,Saccharomonospora azurea,species,427,40988,0.2741470038890838
1781,Saccharomonospora viridis,species,427,1852,0.1271713078022003
1770,Saccharopolyspora erythraea,species,424,1836,0.0170968826860189
1771,Saccharopolyspora rectivirgula,species,424,28042,0.0079744812101125
1572,Salinibacter ruber,species,366,146919,0.3621337413787842
1003,Salinispora arenicola,species,187,168697,0.6539553999900818
1005,Salinispora fenicalii,species,187,1137263,0.2983168065547943
1001,Salinispora mooreana,species,187,999545,0.6448125243186951
1002,Salinispora oceanensis,species,187,1050199,0.2748973369598388
1006,Salinispora pacifica,species,187,351187,0.0
1004,Salinispora tropica,species,187,168695,0.3258464634418487
1000,Salinispora vitiensis,species,187,999544,0.0017521503614261
546,Salinivibrio socompensis,species,37,1510206,0.2651216685771942
878,Salmonella bongori,species,150,54736,0.2978958189487457
877,Salmonella enterica,species,150,28901,0.5571411848068237
1124,Sanguibacteroides justesenii,species,213,1547597,0.1674230992794037
1574,Scardovia wiggsiae,species,368,230143,0.0003468609065748
520,Schaalia georgiae,species,23,52768,0.2500975430011749
519,Schaalia odontolytica,species,23,1660,0.46645188331604
1164,Selenomonas artemidis,species,234,671224,0.427998811006546
1163,Selenomonas bovis,species,234,416586,0.6090347170829773
1161,Selenomonas noxia,species,234,135083,0.3611022531986236
1162,Selenomonas sputigena,species,234,69823,0.001738580642268
886,Serratia fonticola,species,153,47917,0.7450376749038696
883,Serratia grimesii,species,153,82995,0.2860433459281921
881,Serratia liquefaciens,species,153,614,0.6608898043632507
882,Serratia marcescens,species,153,615,0.7770958542823792
884,Serratia plymuthica,species,153,82996,0.6138196587562561
885,Serratia rubidaea,species,153,61652,0.3846233785152435
887,Serratia symbiotica,species,153,138074,0.5470578074455261
466,Shewanella algae,species,5,38313,0.3873055875301361
465,Shewanella baltica,species,5,62322,0.5920513272285461
467,Shewanella frigidimarina,species,5,56812,0.5934450626373291
464,Shewanella putrefaciens,species,5,24,0.3773237764835357
1909,Shigella boydii,species,453,621,0.0
1910,Shigella dysenteriae,species,453,622,0.0
1911,Shigella flexneri,species,453,623,0.2614372968673706
1912,Shigella sonnei,species,453,624,0.2581087648868561
561,Shimwellia blattae,species,42,563,0.0097862090915441
1172,Simiduia agarivorans,species,239,447471,0.0038548451848328
1337,Singulisphaera acidiphila,species,310,466153,0.0078682070598006
1546,Sinorhizobium fredii,species,362,380,0.6302828192710876
1548,Sinorhizobium medicae,species,362,110321,0.3753279447555542
1547,Sinorhizobium meliloti,species,362,382,0.5284398794174194
1010,Smaragdicoccus niigatensis,species,190,359359,0.0009460737928748
1606,Snodgrassella alvi,species,377,1196083,0.2027126997709274
1618,Solibacillus silvestris,species,385,76853,0.3630303144454956
810,Solobacterium moorei,species,118,102148,0.5262082815170288
993,Sorangium cellulosum,species,182,56,0.8719925880432129
1763,Sphingobacterium spiritivorum,species,421,258,0.6966828107833862
1783,Sphingobium baderi,species,428,1332080,0.0141178611665964
1784,Sphingobium chlorophenolicum,species,428,46429,0.678462028503418
1782,Sphingobium herbicidovorans,species,428,76947,0.0167914219200611
1786,Sphingobium xenophagum,species,428,121428,0.5504568815231323
1785,Sphingobium yanoikuyae,species,428,13690,0.6994604468345642
1511,Sphingomonas melonis,species,345,152682,0.2737486064434051
1512,Sphingomonas paucimobilis,species,345,13689,0.1938078701496124
1510,Sphingomonas wittichii,species,345,160791,0.4614550173282623
1790,Sphingopyxis macrogoltabida,species,430,33050,0.0269970409572124
1791,Sphingopyxis terrae,species,430,33052,0.6573143005371094
531,Spirochaeta thermophila,species,29,154,0.6522299647331238
508,Spiroplasma melliferum,species,19,2134,0.1362397819757461
509,Spiroplasma mirum,species,19,2144,0.0023724792990833
469,Sporolactobacillus terrae,species,6,269673,0.3322509527206421
468,Sporolactobacillus vineae,species,6,444463,0.0059959050267934
686,Sporomusa ovata,species,74,2378,0.0076793604530394
1359,Staphylococcus agnetis,species,317,985762,0.5238893628120422
1349,Staphylococcus aureus,species,317,1280,0.7127200961112976
1362,Staphylococcus caprae,species,317,29380,0.1557157039642334
1350,Staphylococcus carnosus,species,317,1281,0.1924021542072296
1363,Staphylococcus cohnii,species,317,29382,0.8093130588531494
1351,Staphylococcus epidermidis,species,317,1282,0.6631258130073547
1348,Staphylococcus equorum,species,317,246432,0.4577259421348572
1352,Staphylococcus haemolyticus,species,317,1283,0.556620180606842
1355,Staphylococcus hominis,species,317,1290,0.5254185199737549
1360,Staphylococcus lugdunensis,species,317,28035,0.1666906923055648
1366,Staphylococcus massiliensis,species,317,555791,0.0661801323294639
1365,Staphylococcus pseudintermedius,species,317,283734,0.2713018953800201
1364,Staphylococcus saprophyticus,species,317,29385,0.3019024133682251
1357,Staphylococcus schleiferi,species,317,1295,0.3764830231666565
1367,Staphylococcus schweitzeri,species,317,1654388,0.1889611333608627
1358,Staphylococcus sciuri,species,317,1296,0.6670171618461609
1353,Staphylococcus simulans,species,317,1286,0.3034819364547729
1361,Staphylococcus succinus,species,317,61015,0.0434025041759014
1356,Staphylococcus warneri,species,317,1292,0.7496456503868103
1354,Staphylococcus xylosus,species,317,1288,0.4517714083194732
1518,Stenotrophomonas acidaminiphila,species,348,128780,0.4467257857322693
1519,Stenotrophomonas maltophilia,species,348,40324,0.9111615419387816
472,Stigmatella aurantiaca,species,9,41,0.0125713590532541
1246,Streptacidiphilus albus,species,270,105425,0.0064199394546449
1406,Streptococcus agalactiae,species,323,1311,0.468765377998352
1411,Streptococcus anginosus,species,323,1328,0.7559106349945068
1430,Streptococcus australis,species,323,113107,0.0049210581928491
1423,Streptococcus constellatus,species,323,76860,0.5655580759048462
1429,Streptococcus cristatus,species,323,45634,0.0023299162276089
1412,Streptococcus dysgalactiae,species,323,1334,0.6511315107345581
1414,Streptococcus equi,species,323,1336,0.6565222144126892
1413,Streptococcus equinus,species,323,1335,0.5668758153915405
1426,Streptococcus gallolyticus,species,323,315405,0.399920254945755
1399,Streptococcus gordonii,species,323,1302,0.7157629728317261
1427,Streptococcus infantarius,species,323,102684,0.2586494088172912
1418,Streptococcus iniae,species,323,1346,0.1189307123422622
1415,Streptococcus intermedius,species,323,1338,0.0010196277871727
1422,Streptococcus massiliensis,species,323,313439,0.0095893777906894
1424,Streptococcus mitis,species,323,28037,0.5
1407,Streptococcus mutans,species,323,1309,0.3813463747501373
1400,Streptococcus oralis,species,323,1303,0.7878650426864624
1410,Streptococcus parasanguinis,species,323,1318,0.7728791832923889
1419,Streptococcus parauberis,species,323,1348,0.3494015336036682
1398,Streptococcus pasteurianus,species,323,197614,0.3065390884876251
1428,Streptococcus phocae,species,323,119224,0.4882054924964905
1408,Streptococcus pneumoniae,species,323,1313,0.5802714228630066
1425,Streptococcus pseudopneumoniae,species,323,257758,0.0
1397,Streptococcus pseudoporcinus,species,323,361101,0.0245664734393358
1409,Streptococcus pyogenes,species,323,1314,0.5219760537147522
1416,Streptococcus ratti,species,323,1341,0.0123958112671971
1401,Streptococcus salivarius,species,323,1304,0.729424774646759
1402,Streptococcus sanguinis,species,323,1305,0.7172679901123047
1405,Streptococcus sobrinus,species,323,1310,0.8900073170661926
1403,Streptococcus suis,species,323,1307,0.9232066869735718
1404,Streptococcus thermophilus,species,323,1308,0.3793660402297973
1420,Streptococcus uberis,species,323,1349,0.3257410824298858
1421,Streptococcus urinalis,species,323,149016,0.0415559783577919
1417,Streptococcus vestibularis,species,323,1343,0.3802473545074463
1795,Streptomyces acidiscabies,species,432,42234,0.4537924528121948
1822,Streptomyces albulus,species,432,68570,0.2040463835000991
1805,Streptomyces albus,species,432,1888,0.6
1806,Streptomyces ambofaciens,species,432,1889,0.2460178583860397
1807,Streptomyces anulatus,species,432,1892,0.0024875621311366
1799,Streptomyces aureocirculatus,species,432,67275,0.001652073347941
1794,Streptomyces avermitilis,species,432,33903,0.1506750434637069
1797,Streptomyces bicolor,species,432,66874,0.0214533917605876
1808,Streptomyces bikiniensis,species,432,1896,0.0023350128903985
1796,Streptomyces bottropensis,species,432,42235,0.0010332358069717
1801,Streptomyces californicus,species,432,67351,0.2
1827,Streptomyces cattleya,species,432,29303,0.0014650225639343
1809,Streptomyces clavuligerus,species,432,1901,0.2756528258323669
1825,Streptomyces decoyicus,species,432,249567,0.0179844722151756
1831,Streptomyces europaeiscabiei,species,432,146819,0.2404343336820602
1810,Streptomyces exfoliatus,species,432,1905,0.0899018123745918
1800,Streptomyces filamentosus,species,432,67294,0.0216551441699266
1811,Streptomyces fradiae,species,432,1906,0.0014769490808248
1818,Streptomyces griseoruber,species,432,1943,0.065416894853115
1812,Streptomyces griseus,species,432,1911,0.0098588624969124
1813,Streptomyces hygroscopicus,species,432,1912,0.6
1826,Streptomyces leeuwenhoekii,species,432,1437453,0.3257809579372406
1814,Streptomyces lividans,species,432,1916,0.0550239235162735
1819,Streptomyces natalensis,species,432,68242,0.023036889731884
1823,Streptomyces pluripotens,species,432,1355015,0.489902526140213
1829,Streptomyces pristinaespiralis,species,432,38300,0.0398468933999538
1820,Streptomyces pyridomyceticus,species,432,68260,0.1508867740631103
1802,Streptomyces resistomycificus,species,432,67356,0.0108257802203297
1815,Streptomyces rimosus,species,432,1927,0.6175179481506348
1830,Streptomyces rubellomurinus,species,432,359131,0.3511525690555572
1798,Streptomyces ruber,species,432,83378,0.0206039380282163
1816,Streptomyces scabiei,species,432,1930,0.6072260737419128
1832,Streptomyces stelliscabiei,species,432,146820,0.0385186299681663
1824,Streptomyces turgidiscabies,species,432,85558,0.0348496958613395
1803,Streptomyces varsoviensis,species,432,67373,0.0048240129835903
1828,Streptomyces venezuelae,species,432,54571,0.0001769911468727
1817,Streptomyces viridochromogenes,species,432,1938,0.1520005166530609
1821,Streptomyces vitaminophilus,species,432,76728,0.0268096514046192
1804,Streptomyces xanthophaeus,species,432,67385,0.1330398023128509
1845,Streptosporangium roseum,species,442,2001,0.6853182911872864
996,Sulfitobacter donghicola,species,184,421000,0.0090305441990494
995,Sulfitobacter mediterraneus,species,184,83219,0.5881509780883789
1517,Sulfobacillus thermosulfidooxidans,species,347,28034,0.3865389227867126
545,Sulfurimonas gotlandica,species,36,1176482,0.0060459491796791
674,Sulfurospirillum cavolei,species,71,366522,0.6762281656265259
1619,Sutterella wadsworthensis,species,386,40545,0.4053754210472107
1268,Synechococcus elongatus,species,283,32046,0.0386932343244552
1506,Tannerella forsythia,species,341,28112,0.3244092464447021
