db_id,assembly_accession,assembly_uid,genus_name,genus_db_id,genus_ncbi_id,species_name,species_db_id,species_ncbi_id
3539,GCF_000016585.1,37688,Shewanella,5,22,Shewanella putrefaciens,464,24
36756,GCF_000169215.2,376608,Shewanella,5,22,Shewanella putrefaciens,464,24
37465,GCF_001591325.1,705791,Shewanella,5,22,Shewanella putrefaciens,464,24
2113,GCF_000615045.1,139121,Shewanella,5,22,Shewanella algae,466,38313
33324,GCF_001598875.1,709881,Shewanella,5,22,Shewanella algae,466,38313
33854,GCF_000956365.1,313511,Shewanella,5,22,Shewanella algae,466,38313
36462,GCF_000947195.1,307421,Shewanella,5,22,Shewanella algae,466,38313
16922,GCF_000014705.1,35808,Shewanella,5,22,Shewanella frigidimarina,467,56812
25691,GCF_001529365.1,626041,Shewanella,5,22,Shewanella frigidimarina,467,56812
2069,GCF_000015845.1,36948,Shewanella,5,22,Shewanella baltica,465,62322
2647,GCF_000178875.2,359658,Shewanella,5,22,Shewanella baltica,465,62322
7595,GCF_000147735.2,376688,Shewanella,5,22,Shewanella baltica,465,62322
18177,GCF_000215895.1,376748,Shewanella,5,22,Shewanella baltica,465,62322
21813,GCF_000017325.1,38428,Shewanella,5,22,Shewanella baltica,465,62322
26683,GCF_000231345.1,469648,Shewanella,5,22,Shewanella baltica,465,62322
35918,GCF_000179535.2,395618,Shewanella,5,22,Shewanella baltica,465,62322
42919,GCF_000018765.1,39828,Shewanella,5,22,Shewanella baltica,465,62322
47476,GCF_000021665.1,42668,Shewanella,5,22,Shewanella baltica,465,62322
3323,GCF_000340515.1,628498,Myxococcus,8,32,Myxococcus xanthus,471,34
20897,GCF_000278585.1,621338,Myxococcus,8,32,Myxococcus xanthus,471,34
38318,GCF_000012685.1,33788,Myxococcus,8,32,Myxococcus xanthus,471,34
42826,GCF_000165485.1,265528,Stigmatella,9,40,Stigmatella aurantiaca,472,41
47465,GCF_000168055.1,204658,Stigmatella,9,40,Stigmatella aurantiaca,472,41
26580,GCF_001442745.1,582851,Lysobacter,14,68,Lysobacter antibioticus,500,84531
47954,GCF_001442535.1,582721,Lysobacter,14,68,Lysobacter antibioticus,500,84531
22920,GCF_000769985.1,218691,Lysobacter,14,68,Lysobacter defluvii,501,391738
27129,GCF_000423325.1,59161,Lysobacter,14,68,Lysobacter defluvii,501,391738
6433,GCF_000604005.2,629091,Lysobacter,14,68,Lysobacter capsici,499,435897
26181,GCF_000987985.1,329831,Lysobacter,14,68,Lysobacter capsici,499,435897
43964,GCF_001442785.1,582871,Lysobacter,14,68,Lysobacter capsici,499,435897
14940,GCF_000745545.1,206321,Caulobacter,16,75,Caulobacter henricii,504,69395
35214,GCF_000745595.1,206351,Caulobacter,16,75,Caulobacter henricii,504,69395
13916,GCF_000006905.1,28488,Caulobacter,16,75,Caulobacter vibrioides,503,155892
42762,GCF_000022005.1,42988,Caulobacter,16,75,Caulobacter vibrioides,503,155892
2005,GCF_000956315.1,313481,Borrelia,25,138,Borrelia hermsii,522,140
2267,GCF_000568675.1,117171,Borrelia,25,138,Borrelia hermsii,522,140
6900,GCF_001598195.1,709491,Borrelia,25,138,Borrelia hermsii,522,140
15877,GCF_000568775.1,117221,Borrelia,25,138,Borrelia hermsii,522,140
29422,GCF_000568795.1,117231,Borrelia,25,138,Borrelia hermsii,522,140
44386,GCF_000012065.2,502178,Borrelia,25,138,Borrelia hermsii,522,140
2187,GCF_000512145.1,91401,Borrelia,25,138,Borrelia parkeri,523,141
7276,GCF_000568735.1,117201,Borrelia,25,138,Borrelia parkeri,523,141
2732,GCF_000518125.1,91741,Borrelia,25,138,Borrelia coriaceae,524,144
43699,GCF_000568755.1,117211,Borrelia,25,138,Borrelia coriaceae,524,144
6491,GCF_000259345.1,378938,Borrelia,25,138,Borrelia crocidurae,525,29520
24470,GCF_000825665.1,246581,Borrelia,25,138,Borrelia crocidurae,525,29520
33263,GCF_000568715.1,117191,Borrelia,25,138,Borrelia crocidurae,525,29520
36209,GCF_000019685.1,40728,Borrelia,25,138,Borrelia duttonii,527,40834
37071,GCF_000523535.1,94531,Borrelia,25,138,Borrelia duttonii,527,40834
2090,GCF_000445425.4,577641,Borrelia,25,138,Borrelia miyamotoi,526,47466
39120,GCF_000807295.1,237201,Borrelia,25,138,Borrelia miyamotoi,526,47466
47516,GCF_000568695.1,117181,Borrelia,25,138,Borrelia miyamotoi,526,47466
2702,GCF_000184345.1,376808,Spirochaeta,29,146,Spirochaeta thermophila,531,154
9914,GCF_000147075.1,274918,Spirochaeta,29,146,Spirochaeta thermophila,531,154
3278,GCF_000338515.1,58061,Treponema,34,157,Treponema denticola,538,158
4829,GCF_000413115.1,716268,Treponema,34,157,Treponema denticola,538,158
6592,GCF_000340725.1,556008,Treponema,34,157,Treponema denticola,538,158
11959,GCF_000338455.1,58091,Treponema,34,157,Treponema denticola,538,158
14200,GCF_000340645.1,556048,Treponema,34,157,Treponema denticola,538,158
15301,GCF_000338475.1,58081,Treponema,34,157,Treponema denticola,538,158
17072,GCF_000340745.1,544198,Treponema,34,157,Treponema denticola,538,158
20320,GCF_000413095.1,716288,Treponema,34,157,Treponema denticola,538,158
22627,GCF_000340705.1,556088,Treponema,34,157,Treponema denticola,538,158
24215,GCF_000340605.1,556068,Treponema,34,157,Treponema denticola,538,158
36823,GCF_000008185.1,29768,Treponema,34,157,Treponema denticola,538,158
37165,GCF_000338635.1,544178,Treponema,34,157,Treponema denticola,538,158
37578,GCF_000338615.1,58071,Treponema,34,157,Treponema denticola,538,158
37782,GCF_000413075.1,708328,Treponema,34,157,Treponema denticola,538,158
37963,GCF_000340685.1,556028,Treponema,34,157,Treponema denticola,538,158
47972,GCF_000338595.1,58531,Treponema,34,157,Treponema denticola,538,158
3606,GCF_000410555.1,706498,Treponema,34,157,Treponema pallidum,539,160
9663,GCF_000246775.1,360238,Treponema,34,157,Treponema pallidum,539,160
9767,GCF_000246815.1,360218,Treponema,34,157,Treponema pallidum,539,160
10072,GCF_000246795.1,360198,Treponema,34,157,Treponema pallidum,539,160
11152,GCF_000017825.1,38928,Treponema,34,157,Treponema pallidum,539,160
13446,GCF_001628695.1,729541,Treponema,34,157,Treponema pallidum,539,160
22069,GCF_000813285.1,240301,Treponema,34,157,Treponema pallidum,539,160
22300,GCF_000304295.1,440688,Treponema,34,157,Treponema pallidum,539,160
22799,GCF_000008605.1,30188,Treponema,34,157,Treponema pallidum,539,160
25018,GCF_000604125.1,134521,Treponema,34,157,Treponema pallidum,539,160
32212,GCF_000387485.1,653528,Treponema,34,157,Treponema pallidum,539,160
36530,GCF_000024485.1,371498,Treponema,34,157,Treponema pallidum,539,160
39277,GCF_000246755.1,360178,Treponema,34,157,Treponema pallidum,539,160
7906,GCF_000944995.1,306431,Treponema,34,157,Treponema phagedenis,540,162
18777,GCF_000513775.1,89551,Treponema,34,157,Treponema phagedenis,540,162
22250,GCF_000187105.1,251428,Treponema,34,157,Treponema phagedenis,540,162
8727,GCF_000468115.1,64231,Treponema,34,157,Treponema socranskii,542,53419
22243,GCF_000464455.1,58481,Treponema,34,157,Treponema socranskii,542,53419
7252,GCF_000175895.1,219838,Treponema,34,157,Treponema vincentii,541,69710
8734,GCF_000412995.1,708248,Treponema,34,157,Treponema vincentii,541,69710
12851,GCF_000465035.1,62871,Treponema,34,157,Treponema pedis,543,409322
25741,GCF_000465095.1,62901,Treponema,34,157,Treponema pedis,543,409322
26427,GCF_000447675.1,49561,Treponema,34,157,Treponema pedis,543,409322
36950,GCF_000465075.1,62891,Treponema,34,157,Treponema pedis,543,409322
38695,GCF_000465015.1,62861,Treponema,34,157,Treponema pedis,543,409322
38946,GCF_000465055.1,62881,Treponema,34,157,Treponema pedis,543,409322
17135,GCF_000017685.1,38788,Leptospira,38,171,Leptospira biflexa,547,172
45083,GCF_000017605.1,38708,Leptospira,38,171,Leptospira biflexa,547,172
188,GCF_000244415.1,570808,Leptospira,38,171,Leptospira interrogans,548,173
275,GCF_000246035.1,544898,Leptospira,38,171,Leptospira interrogans,548,173
461,GCF_001568855.1,646151,Leptospira,38,171,Leptospira interrogans,548,173
665,GCF_000343775.1,629538,Leptospira,38,171,Leptospira interrogans,548,173
704,GCF_000243635.1,475608,Leptospira,38,171,Leptospira interrogans,548,173
832,GCF_000216435.1,543758,Leptospira,38,171,Leptospira interrogans,548,173
852,GCF_000347055.1,558108,Leptospira,38,171,Leptospira interrogans,548,173
1064,GCF_000343185.1,629858,Leptospira,38,171,Leptospira interrogans,548,173
1144,GCF_000244395.2,570768,Leptospira,38,171,Leptospira interrogans,548,173
1731,GCF_000343735.1,629578,Leptospira,38,171,Leptospira interrogans,548,173
1957,GCF_000216855.1,543398,Leptospira,38,171,Leptospira interrogans,548,173
2098,GCF_000216515.1,543718,Leptospira,38,171,Leptospira interrogans,548,173
2715,GCF_000216375.1,466968,Leptospira,38,171,Leptospira interrogans,548,173
2731,GCF_001292615.1,485561,Leptospira,38,171,Leptospira interrogans,548,173
3561,GCF_000343515.1,630038,Leptospira,38,171,Leptospira interrogans,548,173
3936,GCF_000216555.2,545201,Leptospira,38,171,Leptospira interrogans,548,173
3997,GCF_000244595.2,571218,Leptospira,38,171,Leptospira interrogans,548,173
4213,GCF_000217535.2,687958,Leptospira,38,171,Leptospira interrogans,548,173
4247,GCF_000343285.1,629438,Leptospira,38,171,Leptospira interrogans,548,173
4248,GCF_001567965.1,645701,Leptospira,38,171,Leptospira interrogans,548,173
4311,GCF_000216355.1,466988,Leptospira,38,171,Leptospira interrogans,548,173
4369,GCF_001567805.1,645641,Leptospira,38,171,Leptospira interrogans,548,173
4615,GCF_000216755.1,543498,Leptospira,38,171,Leptospira interrogans,548,173
4852,GCF_000343715.1,629598,Leptospira,38,171,Leptospira interrogans,548,173
5067,GCF_000347135.1,558188,Leptospira,38,171,Leptospira interrogans,548,173
5075,GCF_000347155.1,558208,Leptospira,38,171,Leptospira interrogans,548,173
5096,GCF_000216535.1,543698,Leptospira,38,171,Leptospira interrogans,548,173
5344,GCF_000217415.1,542858,Leptospira,38,171,Leptospira interrogans,548,173
5733,GCF_000244295.1,475808,Leptospira,38,171,Leptospira interrogans,548,173
6048,GCF_000246235.1,545058,Leptospira,38,171,Leptospira interrogans,548,173
6753,GCF_000216055.1,543958,Leptospira,38,171,Leptospira interrogans,548,173
7194,GCF_001568105.1,645771,Leptospira,38,171,Leptospira interrogans,548,173
7374,GCF_000342985.1,630358,Leptospira,38,171,Leptospira interrogans,548,173
7481,GCF_000246215.1,545038,Leptospira,38,171,Leptospira interrogans,548,173
7498,GCF_000216935.1,543318,Leptospira,38,171,Leptospira interrogans,548,173
7858,GCF_001567655.1,645551,Leptospira,38,171,Leptospira interrogans,548,173
7873,GCF_000246415.1,545138,Leptospira,38,171,Leptospira interrogans,548,173
7941,GCF_001568935.1,646191,Leptospira,38,171,Leptospira interrogans,548,173
8937,GCF_000244055.1,572058,Leptospira,38,171,Leptospira interrogans,548,173
8954,GCF_000216975.1,543278,Leptospira,38,171,Leptospira interrogans,548,173
9032,GCF_000216795.1,543458,Leptospira,38,171,Leptospira interrogans,548,173
9131,GCF_000343245.1,629678,Leptospira,38,171,Leptospira interrogans,548,173
9199,GCF_000246475.1,545198,Leptospira,38,171,Leptospira interrogans,548,173
9403,GCF_000343835.1,629418,Leptospira,38,171,Leptospira interrogans,548,173
9583,GCF_000216955.1,543298,Leptospira,38,171,Leptospira interrogans,548,173
9817,GCF_001568125.1,645781,Leptospira,38,171,Leptospira interrogans,548,173
9936,GCF_000244095.1,572138,Leptospira,38,171,Leptospira interrogans,548,173
10103,GCF_000941035.1,304561,Leptospira,38,171,Leptospira interrogans,548,173
10193,GCF_000342705.1,629478,Leptospira,38,171,Leptospira interrogans,548,173
10989,GCF_000306075.1,490468,Leptospira,38,171,Leptospira interrogans,548,173
11023,GCF_000246115.1,544978,Leptospira,38,171,Leptospira interrogans,548,173
11227,GCF_000332535.1,661518,Leptospira,38,171,Leptospira interrogans,548,173
11357,GCF_000216475.1,552108,Leptospira,38,171,Leptospira interrogans,548,173
11368,GCF_001568075.1,645751,Leptospira,38,171,Leptospira interrogans,548,173
11477,GCF_000343265.1,629458,Leptospira,38,171,Leptospira interrogans,548,173
11679,GCF_000217235.1,543038,Leptospira,38,171,Leptospira interrogans,548,173
11914,GCF_001568885.1,646161,Leptospira,38,171,Leptospira interrogans,548,173
11987,GCF_000343475.1,630378,Leptospira,38,171,Leptospira interrogans,548,173
12332,GCF_000245995.1,544858,Leptospira,38,171,Leptospira interrogans,548,173
12339,GCF_000346935.1,557988,Leptospira,38,171,Leptospira interrogans,548,173
12385,GCF_000244155.2,572178,Leptospira,38,171,Leptospira interrogans,548,173
12792,GCF_001568265.1,645851,Leptospira,38,171,Leptospira interrogans,548,173
12846,GCF_000246495.1,545218,Leptospira,38,171,Leptospira interrogans,548,173
12856,GCF_000343635.1,629778,Leptospira,38,171,Leptospira interrogans,548,173
13045,GCF_001568845.1,646141,Leptospira,38,171,Leptospira interrogans,548,173
13363,GCF_001047635.1,360731,Leptospira,38,171,Leptospira interrogans,548,173
13807,GCF_000244375.2,570728,Leptospira,38,171,Leptospira interrogans,548,173
13919,GCF_001568605.1,646021,Leptospira,38,171,Leptospira interrogans,548,173
13922,GCF_001022315.1,347331,Leptospira,38,171,Leptospira interrogans,548,173
14036,GCF_000216395.1,543798,Leptospira,38,171,Leptospira interrogans,548,173
14043,GCF_000343105.1,630278,Leptospira,38,171,Leptospira interrogans,548,173
14061,GCF_000217395.1,542878,Leptospira,38,171,Leptospira interrogans,548,173
14184,GCF_000306495.2,572598,Leptospira,38,171,Leptospira interrogans,548,173
14623,GCF_000246575.1,545278,Leptospira,38,171,Leptospira interrogans,548,173
14734,GCF_000343655.1,629718,Leptospira,38,171,Leptospira interrogans,548,173
15589,GCF_000246075.1,544938,Leptospira,38,171,Leptospira interrogans,548,173
15711,GCF_000246095.1,544958,Leptospira,38,171,Leptospira interrogans,548,173
16136,GCF_000216675.1,543578,Leptospira,38,171,Leptospira interrogans,548,173
16175,GCF_000346695.1,566638,Leptospira,38,171,Leptospira interrogans,548,173
16206,GCF_000007685.1,29268,Leptospira,38,171,Leptospira interrogans,548,173
16246,GCF_000306925.1,490428,Leptospira,38,171,Leptospira interrogans,548,173
16438,GCF_000217435.1,542838,Leptospira,38,171,Leptospira interrogans,548,173
16539,GCF_000306295.1,490328,Leptospira,38,171,Leptospira interrogans,548,173
16634,GCF_000243515.1,475548,Leptospira,38,171,Leptospira interrogans,548,173
16807,GCF_000243555.1,475568,Leptospira,38,171,Leptospira interrogans,548,173
17020,GCF_001412475.1,559441,Leptospira,38,171,Leptospira interrogans,548,173
17062,GCF_000217315.1,542958,Leptospira,38,171,Leptospira interrogans,548,173
17117,GCF_001292605.1,485571,Leptospira,38,171,Leptospira interrogans,548,173
17139,GCF_000243975.2,571938,Leptospira,38,171,Leptospira interrogans,548,173
17397,GCF_000342925.1,629278,Leptospira,38,171,Leptospira interrogans,548,173
17553,GCF_000343165.1,629758,Leptospira,38,171,Leptospira interrogans,548,173
17748,GCF_001417585.1,562071,Leptospira,38,171,Leptospira interrogans,548,173
18271,GCF_000246015.1,544878,Leptospira,38,171,Leptospira interrogans,548,173
18465,GCF_000217295.2,688468,Leptospira,38,171,Leptospira interrogans,548,173
18516,GCF_000244235.2,572258,Leptospira,38,171,Leptospira interrogans,548,173
18571,GCF_000343755.1,629558,Leptospira,38,171,Leptospira interrogans,548,173
18581,GCF_001567725.1,645591,Leptospira,38,171,Leptospira interrogans,548,173
18750,GCF_001568655.1,646051,Leptospira,38,171,Leptospira interrogans,548,173
18766,GCF_001568215.1,645841,Leptospira,38,171,Leptospira interrogans,548,173
18888,GCF_000246255.1,545078,Leptospira,38,171,Leptospira interrogans,548,173
18913,GCF_000343615.1,629798,Leptospira,38,171,Leptospira interrogans,548,173
19073,GCF_001568285.1,645861,Leptospira,38,171,Leptospira interrogans,548,173
19223,GCF_001568695.1,646071,Leptospira,38,171,Leptospira interrogans,548,173
19612,GCF_000216875.1,543378,Leptospira,38,171,Leptospira interrogans,548,173
19654,GCF_000246515.1,545238,Leptospira,38,171,Leptospira interrogans,548,173
19822,GCF_000246615.1,545318,Leptospira,38,171,Leptospira interrogans,548,173
19851,GCF_000244115.1,475708,Leptospira,38,171,Leptospira interrogans,548,173
20038,GCF_000217095.1,543158,Leptospira,38,171,Leptospira interrogans,548,173
20100,GCF_000217255.1,543018,Leptospira,38,171,Leptospira interrogans,548,173
20108,GCF_000216335.1,467008,Leptospira,38,171,Leptospira interrogans,548,173
20208,GCF_000306135.1,490388,Leptospira,38,171,Leptospira interrogans,548,173
20261,GCF_000343435.1,630418,Leptospira,38,171,Leptospira interrogans,548,173
20267,GCF_000306655.1,490248,Leptospira,38,171,Leptospira interrogans,548,173
20379,GCF_001567945.1,645691,Leptospira,38,171,Leptospira interrogans,548,173
20915,GCF_000343595.1,629838,Leptospira,38,171,Leptospira interrogans,548,173
21004,GCF_000246595.1,545298,Leptospira,38,171,Leptospira interrogans,548,173
21571,GCF_000342745.1,629358,Leptospira,38,171,Leptospira interrogans,548,173
21584,GCF_000343005.1,630298,Leptospira,38,171,Leptospira interrogans,548,173
21669,GCF_000343815.1,629518,Leptospira,38,171,Leptospira interrogans,548,173
21740,GCF_000758025.1,212701,Leptospira,38,171,Leptospira interrogans,548,173
21798,GCF_000243955.2,571898,Leptospira,38,171,Leptospira interrogans,548,173
21902,GCF_001568155.1,645801,Leptospira,38,171,Leptospira interrogans,548,173
22030,GCF_000217335.2,688448,Leptospira,38,171,Leptospira interrogans,548,173
22434,GCF_001568225.1,645821,Leptospira,38,171,Leptospira interrogans,548,173
22898,GCF_000216415.1,543778,Leptospira,38,171,Leptospira interrogans,548,173
23319,GCF_001567815.1,645621,Leptospira,38,171,Leptospira interrogans,548,173
23485,GCF_001293065.1,485831,Leptospira,38,171,Leptospira interrogans,548,173
23619,GCF_000216695.1,543558,Leptospira,38,171,Leptospira interrogans,548,173
23711,GCF_000216495.1,543738,Leptospira,38,171,Leptospira interrogans,548,173
23762,GCF_001567825.1,645631,Leptospira,38,171,Leptospira interrogans,548,173
23778,GCF_000217035.1,543218,Leptospira,38,171,Leptospira interrogans,548,173
24127,GCF_001568565.1,646001,Leptospira,38,171,Leptospira interrogans,548,173
24690,GCF_000347095.1,558148,Leptospira,38,171,Leptospira interrogans,548,173
24741,GCF_000342965.1,629698,Leptospira,38,171,Leptospira interrogans,548,173
24836,GCF_000342685.1,630198,Leptospira,38,171,Leptospira interrogans,548,173
24929,GCF_001568025.1,645731,Leptospira,38,171,Leptospira interrogans,548,173
24951,GCF_000342905.1,630238,Leptospira,38,171,Leptospira interrogans,548,173
25234,GCF_001568965.1,646201,Leptospira,38,171,Leptospira interrogans,548,173
25494,GCF_001568995.1,646221,Leptospira,38,171,Leptospira interrogans,548,173
25538,GCF_000217275.1,542998,Leptospira,38,171,Leptospira interrogans,548,173
25729,GCF_000217015.2,545221,Leptospira,38,171,Leptospira interrogans,548,173
25844,GCF_000342365.1,556388,Leptospira,38,171,Leptospira interrogans,548,173
25931,GCF_000342865.1,630218,Leptospira,38,171,Leptospira interrogans,548,173
26270,GCF_001443305.1,583121,Leptospira,38,171,Leptospira interrogans,548,173
26441,GCF_000342665.1,629938,Leptospira,38,171,Leptospira interrogans,548,173
26755,GCF_000342765.1,630258,Leptospira,38,171,Leptospira interrogans,548,173
26875,GCF_000246135.1,544998,Leptospira,38,171,Leptospira interrogans,548,173
26904,GCF_000217075.1,543178,Leptospira,38,171,Leptospira interrogans,548,173
26932,GCF_000216995.1,543258,Leptospira,38,171,Leptospira interrogans,548,173
27174,GCF_000216235.1,467048,Leptospira,38,171,Leptospira interrogans,548,173
27233,GCF_000343455.1,630398,Leptospira,38,171,Leptospira interrogans,548,173
27261,GCF_000343575.1,629818,Leptospira,38,171,Leptospira interrogans,548,173
27374,GCF_001567675.1,645561,Leptospira,38,171,Leptospira interrogans,548,173
27442,GCF_000217115.1,543138,Leptospira,38,171,Leptospira interrogans,548,173
27466,GCF_001568775.1,646111,Leptospira,38,171,Leptospira interrogans,548,173
28113,GCF_001010765.1,341561,Leptospira,38,171,Leptospira interrogans,548,173
28150,GCF_000246275.1,545098,Leptospira,38,171,Leptospira interrogans,548,173
28172,GCF_000343205.1,629738,Leptospira,38,171,Leptospira interrogans,548,173
28412,GCF_000306215.1,490408,Leptospira,38,171,Leptospira interrogans,548,173
28533,GCF_001568535.1,645981,Leptospira,38,171,Leptospira interrogans,548,173
28564,GCF_000246455.1,545178,Leptospira,38,171,Leptospira interrogans,548,173
28596,GCF_001569005.1,646231,Leptospira,38,171,Leptospira interrogans,548,173
28821,GCF_000246535.1,545258,Leptospira,38,171,Leptospira interrogans,548,173
28862,GCF_000343125.1,629918,Leptospira,38,171,Leptospira interrogans,548,173
29374,GCF_000246195.1,545018,Leptospira,38,171,Leptospira interrogans,548,173
29847,GCF_000244275.1,475788,Leptospira,38,171,Leptospira interrogans,548,173
29864,GCF_000217555.2,688488,Leptospira,38,171,Leptospira interrogans,548,173
29901,GCF_000217055.1,543198,Leptospira,38,171,Leptospira interrogans,548,173
30096,GCF_000244315.2,572298,Leptospira,38,171,Leptospira interrogans,548,173
30130,GCF_001567735.1,645581,Leptospira,38,171,Leptospira interrogans,548,173
30221,GCF_000216075.1,543938,Leptospira,38,171,Leptospira interrogans,548,173
30290,GCF_001568575.1,646011,Leptospira,38,171,Leptospira interrogans,548,173
30409,GCF_001569075.1,646261,Leptospira,38,171,Leptospira interrogans,548,173
30713,GCF_000342645.1,630118,Leptospira,38,171,Leptospira interrogans,548,173
30734,GCF_001568205.1,645831,Leptospira,38,171,Leptospira interrogans,548,173
30754,GCF_000216835.1,543418,Leptospira,38,171,Leptospira interrogans,548,173
30756,GCF_000217355.1,542918,Leptospira,38,171,Leptospira interrogans,548,173
30873,GCF_000216895.1,543358,Leptospira,38,171,Leptospira interrogans,548,173
32083,GCF_001569105.1,646271,Leptospira,38,171,Leptospira interrogans,548,173
32153,GCF_000216815.1,543438,Leptospira,38,171,Leptospira interrogans,548,173
32178,GCF_000217515.1,466948,Leptospira,38,171,Leptospira interrogans,548,173
32438,GCF_001568065.1,645761,Leptospira,38,171,Leptospira interrogans,548,173
32499,GCF_000343145.1,629898,Leptospira,38,171,Leptospira interrogans,548,173
32514,GCF_001542585.1,632551,Leptospira,38,171,Leptospira interrogans,548,173
32893,GCF_000216095.1,543918,Leptospira,38,171,Leptospira interrogans,548,173
33029,GCF_001567985.1,645721,Leptospira,38,171,Leptospira interrogans,548,173
33368,GCF_001568645.1,646041,Leptospira,38,171,Leptospira interrogans,548,173
33371,GCF_000216775.1,543478,Leptospira,38,171,Leptospira interrogans,548,173
33506,GCF_001567905.1,645681,Leptospira,38,171,Leptospira interrogans,548,173
33531,GCF_000246315.1,545118,Leptospira,38,171,Leptospira interrogans,548,173
33771,GCF_001567975.1,645711,Leptospira,38,171,Leptospira interrogans,548,173
33791,GCF_001568815.1,646131,Leptospira,38,171,Leptospira interrogans,548,173
33817,GCF_000343495.1,630078,Leptospira,38,171,Leptospira interrogans,548,173
33860,GCF_000216735.1,543518,Leptospira,38,171,Leptospira interrogans,548,173
33880,GCF_000612525.2,569711,Leptospira,38,171,Leptospira interrogans,548,173
34297,GCF_000244335.2,572338,Leptospira,38,171,Leptospira interrogans,548,173
34415,GCF_000342805.1,630098,Leptospira,38,171,Leptospira interrogans,548,173
34432,GCF_000216915.1,543338,Leptospira,38,171,Leptospira interrogans,548,173
34470,GCF_001568725.1,646081,Leptospira,38,171,Leptospira interrogans,548,173
34687,GCF_001568135.1,645791,Leptospira,38,171,Leptospira interrogans,548,173
34724,GCF_000217575.2,688508,Leptospira,38,171,Leptospira interrogans,548,173
35894,GCF_001568045.1,645741,Leptospira,38,171,Leptospira interrogans,548,173
35944,GCF_000342825.1,629958,Leptospira,38,171,Leptospira interrogans,548,173
35973,GCF_000217375.1,542898,Leptospira,38,171,Leptospira interrogans,548,173
36274,GCF_000343025.1,630338,Leptospira,38,171,Leptospira interrogans,548,173
36561,GCF_000216595.2,688018,Leptospira,38,171,Leptospira interrogans,548,173
36854,GCF_000216195.1,572538,Leptospira,38,171,Leptospira interrogans,548,173
36913,GCF_001567885.1,645661,Leptospira,38,171,Leptospira interrogans,548,173
36952,GCF_001568685.1,646061,Leptospira,38,171,Leptospira interrogans,548,173
37027,GCF_001567895.1,645671,Leptospira,38,171,Leptospira interrogans,548,173
37386,GCF_000342945.1,629298,Leptospira,38,171,Leptospira interrogans,548,173
37937,GCF_000343415.1,630438,Leptospira,38,171,Leptospira interrogans,548,173
38726,GCF_000343695.1,629618,Leptospira,38,171,Leptospira interrogans,548,173
38833,GCF_000217135.1,543118,Leptospira,38,171,Leptospira interrogans,548,173
38848,GCF_000216715.1,543538,Leptospira,38,171,Leptospira interrogans,548,173
39134,GCF_000246435.1,545158,Leptospira,38,171,Leptospira interrogans,548,173
39188,GCF_000347115.1,558168,Leptospira,38,171,Leptospira interrogans,548,173
39518,GCF_001568735.1,646091,Leptospira,38,171,Leptospira interrogans,548,173
39558,GCF_000343795.1,629498,Leptospira,38,171,Leptospira interrogans,548,173
40153,GCF_000244175.1,475748,Leptospira,38,171,Leptospira interrogans,548,173
40323,GCF_001569045.1,646241,Leptospira,38,171,Leptospira interrogans,548,173
40744,GCF_001568765.1,646101,Leptospira,38,171,Leptospira interrogans,548,173
40800,GCF_000244135.1,475728,Leptospira,38,171,Leptospira interrogans,548,173
40823,GCF_000343305.1,629398,Leptospira,38,171,Leptospira interrogans,548,173
40878,GCF_000342845.1,629878,Leptospira,38,171,Leptospira interrogans,548,173
40911,GCF_001568985.1,646211,Leptospira,38,171,Leptospira interrogans,548,173
40995,GCF_000231175.1,376188,Leptospira,38,171,Leptospira interrogans,548,173
41598,GCF_000343345.1,630318,Leptospira,38,171,Leptospira interrogans,548,173
41600,GCF_000217155.1,543098,Leptospira,38,171,Leptospira interrogans,548,173
41674,GCF_000216615.1,543638,Leptospira,38,171,Leptospira interrogans,548,173
41915,GCF_001569125.1,646281,Leptospira,38,171,Leptospira interrogans,548,173
42147,GCF_000216575.1,543658,Leptospira,38,171,Leptospira interrogans,548,173
42194,GCF_001567645.1,645541,Leptospira,38,171,Leptospira interrogans,548,173
42805,GCF_001567785.1,645611,Leptospira,38,171,Leptospira interrogans,548,173
43020,GCF_000243895.1,475648,Leptospira,38,171,Leptospira interrogans,548,173
43256,GCF_000243755.2,571618,Leptospira,38,171,Leptospira interrogans,548,173
43630,GCF_000343675.1,629638,Leptospira,38,171,Leptospira interrogans,548,173
44257,GCF_000092565.1,114158,Leptospira,38,171,Leptospira interrogans,548,173
44466,GCF_000217195.1,543078,Leptospira,38,171,Leptospira interrogans,548,173
44561,GCF_000216035.1,543978,Leptospira,38,171,Leptospira interrogans,548,173
44603,GCF_000217215.1,543058,Leptospira,38,171,Leptospira interrogans,548,173
45031,GCF_001567705.1,645571,Leptospira,38,171,Leptospira interrogans,548,173
45734,GCF_000306155.2,69651,Leptospira,38,171,Leptospira interrogans,548,173
46465,GCF_001568615.1,646031,Leptospira,38,171,Leptospira interrogans,548,173
46500,GCF_000343085.1,629978,Leptospira,38,171,Leptospira interrogans,548,173
46602,GCF_001567745.1,645601,Leptospira,38,171,Leptospira interrogans,548,173
46841,GCF_001568525.1,645991,Leptospira,38,171,Leptospira interrogans,548,173
46860,GCF_000216635.1,543618,Leptospira,38,171,Leptospira interrogans,548,173
46862,GCF_001568175.1,645811,Leptospira,38,171,Leptospira interrogans,548,173
46948,GCF_000347255.1,558308,Leptospira,38,171,Leptospira interrogans,548,173
47085,GCF_000343375.1,629318,Leptospira,38,171,Leptospira interrogans,548,173
