db_id,assembly_accession,assembly_uid,genus_name,genus_db_id,genus_ncbi_id,species_name,species_db_id,species_ncbi_id
1517,GCF_000592675.1,128921,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1570,GCF_000949035.2,470491,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1581,GCF_000582115.1,123831,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1612,GCF_000580315.1,122931,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1696,GCF_000592195.1,128681,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1699,GCF_000787275.1,227211,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1704,GCF_000302215.1,551198,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1726,GCF_001543995.1,633491,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1758,GCF_000682595.1,174311,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1803,GCF_000592335.1,128751,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1818,GCF_000589415.1,127551,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1859,GCF_000584335.1,125041,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1870,GCF_000589035.1,127361,Acinetobacter,111,469,Acinetobacter baumannii,773,470
1950,GCF_000835995.1,252041,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2011,GCF_000584275.1,125011,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2026,GCF_000600695.1,132831,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2059,GCF_000810025.3,470261,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2107,GCF_001414815.1,560581,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2151,GCF_001432865.1,577941,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2164,GCF_000584755.1,125251,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2230,GCF_001433015.1,577991,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2237,GCF_000770605.1,218991,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2274,GCF_000354035.1,572978,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2314,GCF_000770865.1,219171,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2316,GCF_001433695.1,578331,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2328,GCF_001444255.1,583631,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2403,GCF_000589635.1,127661,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2442,GCF_000805615.1,236441,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2474,GCF_000301255.1,550518,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2592,GCF_000580935.1,123241,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2632,GCF_000611525.1,147041,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2668,GCF_000972625.1,322291,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2707,GCF_000584435.1,125091,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2864,GCF_000809045.3,477731,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2882,GCF_000301455.1,550978,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2891,GCF_000766105.1,216751,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2901,GCF_000368185.1,668958,Acinetobacter,111,469,Acinetobacter baumannii,773,470
2919,GCF_000515575.1,90441,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3043,GCF_001415695.1,561031,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3136,GCF_000805125.1,236181,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3259,GCF_001512075.1,617611,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3264,GCF_000453945.1,52881,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3304,GCF_000592715.1,128941,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3408,GCF_000809085.3,477651,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3496,GCF_001414575.1,560471,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3527,GCF_000809985.3,470551,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3566,GCF_001511915.1,617531,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3655,GCF_000581655.1,123601,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3694,GCF_000515975.1,90641,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3709,GCF_000805275.1,236261,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3757,GCF_000584395.1,125071,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3810,GCF_000809225.3,470371,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3825,GCF_000335635.1,535708,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3830,GCF_001512195.1,617671,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3834,GCF_001544395.1,633681,Acinetobacter,111,469,Acinetobacter baumannii,773,470
3966,GCF_001471855.1,597431,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4020,GCF_000493615.1,78641,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4151,GCF_001432825.1,577921,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4181,GCF_000305295.1,493388,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4218,GCF_000810085.3,470081,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4262,GCF_000809545.3,469591,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4275,GCF_000592495.1,128831,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4302,GCF_001415095.1,560741,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4304,GCF_000580815.1,123181,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4364,GCF_001541025.1,631771,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4370,GCF_000611065.1,137911,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4385,GCF_000810905.3,470481,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4554,GCF_000301315.1,550598,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4566,GCF_000671695.1,168821,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4602,GCF_000804735.1,236011,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4672,GCF_000584355.1,125051,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4699,GCF_000770885.1,219181,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4844,GCF_000580715.1,123131,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4889,GCF_000453865.1,52841,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4975,GCF_000811785.3,469761,Acinetobacter,111,469,Acinetobacter baumannii,773,470
4990,GCF_000695855.2,323201,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5007,GCF_000588195.1,126941,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5053,GCF_000588455.1,127071,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5065,GCF_001416035.1,561211,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5086,GCF_000453745.1,52781,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5155,GCF_000775835.1,221561,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5167,GCF_000939615.1,303921,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5250,GCF_000591755.1,128461,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5330,GCF_000809465.3,469521,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5337,GCF_001007745.1,340041,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5373,GCF_000226275.1,369588,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5379,GCF_000805195.1,236251,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5382,GCF_001416425.1,561411,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5433,GCF_001541045.1,631791,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5449,GCF_000811065.3,468571,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5460,GCF_001541775.1,632181,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5493,GCF_000580355.1,138041,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5498,GCF_000588735.1,127211,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5508,GCF_000804655.1,235971,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5510,GCF_000305275.1,493548,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5538,GCF_000682535.1,174281,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5593,GCF_000939475.1,303851,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5630,GCF_000515635.1,90471,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5737,GCF_000335595.1,535768,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5747,GCF_001512155.1,617651,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5797,GCF_000516135.1,90721,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5848,GCF_000809945.1,469721,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5881,GCF_001432445.1,577731,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5926,GCF_000811165.3,469121,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5945,GCF_001433075.1,578041,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5962,GCF_000811005.3,468521,Acinetobacter,111,469,Acinetobacter baumannii,773,470
5965,GCF_000580275.1,122911,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6007,GCF_000592275.1,128721,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6042,GCF_000584855.1,125301,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6061,GCF_000309195.1,494388,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6070,GCF_000623035.1,143781,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6107,GCF_000592175.1,128671,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6115,GCF_000804665.1,235951,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6123,GCF_000876445.1,272251,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6130,GCF_001617915.1,724421,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6181,GCF_000588915.1,127301,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6229,GCF_000810525.3,469501,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6274,GCF_000810265.3,469651,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6284,GCF_000369225.1,670018,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6292,GCF_000241705.1,544478,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6359,GCF_000611225.1,146921,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6367,GCF_001433275.1,578131,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6375,GCF_000453485.1,52651,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6488,GCF_000969295.1,320641,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6554,GCF_001416305.1,561341,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6572,GCF_001612105.1,720741,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6590,GCF_000591735.1,128451,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6642,GCF_000583375.1,124511,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6680,GCF_001414805.1,560591,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6717,GCF_000353975.1,572918,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6724,GCF_000419405.1,39451,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6771,GCF_000811585.3,470211,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6800,GCF_000828795.1,248071,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6839,GCF_001432525.1,577751,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6854,GCF_000811345.3,470171,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6898,GCF_001077675.1,375971,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6905,GCF_001077965.1,376151,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6928,GCF_000515795.1,92741,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6946,GCF_000600815.1,132891,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6989,GCF_000809065.3,477641,Acinetobacter,111,469,Acinetobacter baumannii,773,470
6991,GCF_000583355.1,124501,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7032,GCF_000808985.3,477631,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7129,GCF_000746605.1,206871,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7154,GCF_001444265.1,583621,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7185,GCF_000671615.1,168781,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7213,GCF_001276085.1,477091,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7231,GCF_001415275.1,560831,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7232,GCF_000588675.1,127181,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7263,GCF_001414915.1,560641,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7292,GCF_000297515.1,493668,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7297,GCF_001541795.1,632191,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7309,GCF_000353795.1,569988,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7326,GCF_001511935.1,617541,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7337,GCF_000580495.1,138051,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7396,GCF_000671535.1,168741,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7421,GCF_000581875.1,123711,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7434,GCF_000305315.1,493528,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7465,GCF_000582035.1,123791,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7511,GCF_001416635.1,561501,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7520,GCF_000302275.1,551278,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7544,GCF_000627775.1,144411,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7557,GCF_000515755.1,90531,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7560,GCF_000584135.1,124941,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7570,GCF_001415665.1,561021,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7614,GCF_001433155.1,578071,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7619,GCF_000368545.1,669318,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7620,GCF_001432785.1,577881,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7621,GCF_001416315.1,561351,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7634,GCF_001416385.1,561381,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7649,GCF_000809585.3,470921,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7708,GCF_000588555.1,127121,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7727,GCF_000770905.1,219191,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7741,GCF_000611245.1,146931,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7742,GCF_000369345.1,670138,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7776,GCF_000810985.3,468881,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7801,GCF_000591875.1,128521,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7819,GCF_000738845.1,202891,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7851,GCF_001518715.1,620911,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7901,GCF_000805295.1,236281,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7958,GCF_000591835.1,128501,Acinetobacter,111,469,Acinetobacter baumannii,773,470
7973,GCF_000515955.1,90631,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8007,GCF_001415025.1,560701,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8102,GCF_000682215.1,174121,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8216,GCF_000682395.1,174211,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8217,GCF_000301475.1,550998,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8229,GCF_000453585.1,52701,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8252,GCF_001433245.1,578111,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8258,GCF_001416705.1,561551,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8316,GCF_000592395.1,128781,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8317,GCF_000302055.1,550838,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8346,GCF_000354115.1,573058,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8524,GCF_000588695.1,127191,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8616,GCF_000302235.1,551218,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8626,GCF_001417515.1,562041,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8639,GCF_000814345.1,240791,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8681,GCF_001007765.1,340061,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8707,GCF_001617895.1,724411,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8729,GCF_000809205.3,469581,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8764,GCF_000516035.1,90671,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8800,GCF_000587975.1,126831,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8868,GCF_001415085.1,560731,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8880,GCF_001432545.1,577771,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8899,GCF_000453045.1,52431,Acinetobacter,111,469,Acinetobacter baumannii,773,470
8977,GCF_000611545.1,138021,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9008,GCF_000592435.1,128801,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9021,GCF_000810005.3,470941,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9057,GCF_000811285.3,468611,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9098,GCF_000592035.1,128601,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9157,GCF_000069245.1,87848,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9172,GCF_000809845.3,470901,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9195,GCF_001549575.1,636191,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9246,GCF_000805525.1,236411,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9284,GCF_000304675.1,493508,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9326,GCF_000811945.3,470301,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9366,GCF_000811265.3,470101,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9370,GCF_000804745.1,235981,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9375,GCF_000809925.3,470131,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9446,GCF_000811545.3,470091,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9530,GCF_000627735.1,144391,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9540,GCF_001416355.1,561371,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9602,GCF_001415835.1,561111,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9661,GCF_000671415.1,168681,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9711,GCF_000600395.1,132681,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9778,GCF_000734775.1,200781,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9790,GCF_000692095.1,179101,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9852,GCF_000498375.1,81201,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9855,GCF_000600935.1,132951,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9873,GCF_000809625.3,468531,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9896,GCF_000441955.1,46741,Acinetobacter,111,469,Acinetobacter baumannii,773,470
9981,GCF_000163395.2,305148,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10006,GCF_000354015.1,572958,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10091,GCF_001573105.1,648291,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10137,GCF_000681635.1,173831,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10139,GCF_000681975.1,174001,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10177,GCF_000969385.1,320701,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10210,GCF_000600575.1,132771,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10316,GCF_000809305.3,470311,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10356,GCF_001441565.1,582261,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10384,GCF_000876055.1,271941,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10458,GCF_000836075.1,252091,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10461,GCF_000805135.1,236211,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10468,GCF_000804815.1,236031,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10469,GCF_000582275.1,123911,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10473,GCF_000580555.1,123051,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10501,GCF_000949175.2,470341,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10511,GCF_000588175.1,126931,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10568,GCF_000811725.3,470231,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10597,GCF_000939415.2,755881,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10610,GCF_000592015.1,128591,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10654,GCF_001432755.1,577861,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10661,GCF_000811705.3,470241,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10672,GCF_000582945.1,124311,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10677,GCF_000589515.1,127601,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10698,GCF_000591695.1,128431,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10736,GCF_000515675.1,90491,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10750,GCF_000804715.1,235991,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10764,GCF_000611045.1,146851,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10787,GCF_000809525.3,470911,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10875,GCF_000301575.1,551118,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10893,GCF_001441555.1,582251,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10897,GCF_000335675.1,535748,Acinetobacter,111,469,Acinetobacter baumannii,773,470
10969,GCF_000589275.1,127481,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11004,GCF_000517485.2,569201,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11029,GCF_000611105.1,137931,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11032,GCF_000302575.1,438588,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11034,GCF_000163355.2,282788,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11054,GCF_000588935.1,127311,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11062,GCF_000804895.1,236081,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11072,GCF_000810325.3,469151,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11082,GCF_000584835.1,125291,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11117,GCF_000587895.1,126791,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11162,GCF_000581375.1,123461,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11195,GCF_000600715.1,132841,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11237,GCF_000368205.1,668978,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11251,GCF_000453465.1,52641,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11386,GCF_000808945.3,477601,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11442,GCF_000809445.3,470291,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11523,GCF_000811485.3,469541,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11562,GCF_000589075.1,127381,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11650,GCF_000966515.1,318761,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11682,GCF_000581235.1,123391,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11683,GCF_000611285.1,146961,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11701,GCF_001433045.1,578011,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11721,GCF_000600615.1,132791,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11724,GCF_000805145.1,236191,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11783,GCF_000588235.1,126961,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11794,GCF_000592515.1,128841,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11873,GCF_000584315.1,125031,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11924,GCF_000810485.3,470971,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11929,GCF_000353895.1,572838,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11949,GCF_000969485.1,320751,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11960,GCF_000592555.1,128861,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11963,GCF_000581135.1,123341,Acinetobacter,111,469,Acinetobacter baumannii,773,470
11972,GCF_000810305.3,469161,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12157,GCF_000584535.1,125141,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12294,GCF_000809965.3,468601,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12298,GCF_000309215.1,494428,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12362,GCF_000580535.1,123041,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12431,GCF_000775875.1,221581,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12435,GCF_000301955.1,550658,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12438,GCF_000786735.1,226971,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12490,GCF_000582335.1,123941,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12498,GCF_000723125.1,194761,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12501,GCF_001612355.1,720901,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12547,GCF_000184495.1,542558,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12651,GCF_000515715.1,90511,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12763,GCF_000582965.1,138081,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12769,GCF_001415875.1,561131,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12786,GCF_000583555.1,124601,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12789,GCF_001512235.1,617691,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12813,GCF_000581815.1,123681,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12828,GCF_000809865.3,468641,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12889,GCF_000627755.1,144401,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12909,GCF_001415215.1,560801,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12910,GCF_001511995.1,617571,Acinetobacter,111,469,Acinetobacter baumannii,773,470
12948,GCF_001420515.1,571661,Acinetobacter,111,469,Acinetobacter baumannii,773,470
